Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Murcia, Región de;Otras causas;Total;De 75 a 79 años;1.222
Murcia, Región de;Otras causas;Total;De 80 a 84 años;1.852
Murcia, Región de;Otras causas;Total;De 85 a 89 años;2.398
Murcia, Región de;Otras causas;Total;De 90 a 94 años;1.929
Murcia, Región de;Otras causas;Total;95 y más años;766
Murcia, Región de;Otras causas;Hombres;Total;6.047
Murcia, Región de;Otras causas;Hombres;De 0 a 49 años;376
Murcia, Región de;Otras causas;Hombres;De 50 a 54 años;213
Murcia, Región de;Otras causas;Hombres;De 55 a 59 años;284
Murcia, Región de;Otras causas;Hombres;De 60 a 64 años;380
Murcia, Región de;Otras causas;Hombres;De 65 a 69 años;425
Murcia, Región de;Otras causas;Hombres;De 70 a 74 años;668
Murcia, Región de;Otras causas;Hombres;De 75 a 79 años;761
Murcia, Región de;Otras causas;Hombres;De 80 a 84 años;940
Murcia, Región de;Otras causas;Hombres;De 85 a 89 años;1.048
Murcia, Región de;Otras causas;Hombres;De 90 a 94 años;722
Murcia, Región de;Otras causas;Hombres;95 y más años;230
Murcia, Región de;Otras causas;Mujeres;Total;5.545
Murcia, Región de;Otras causas;Mujeres;De 0 a 49 años;161
Murcia, Región de;Otras causas;Mujeres;De 50 a 54 años;90
Murcia, Región de;Otras causas;Mujeres;De 55 a 59 años;144
Murcia, Región de;Otras causas;Mujeres;De 60 a 64 años;181
Murcia, Región de;Otras causas;Mujeres;De 65 a 69 años;199
Murcia, Región de;Otras causas;Mujeres;De 70 a 74 años;304
Murcia, Región de;Otras causas;Mujeres;De 75 a 79 años;461
Murcia, Región de;Otras causas;Mujeres;De 80 a 84 años;912
Murcia, Región de;Otras causas;Mujeres;De 85 a 89 años;1.350
Murcia, Región de;Otras causas;Mujeres;De 90 a 94 años;1.207
Murcia, Región de;Otras causas;Mujeres;95 y más años;536
Navarra, Comunidad Foral de;Total;Total;Total;6.738
Navarra, Comunidad Foral de;Total;Total;De 0 a 49 años;175
Navarra, Comunidad Foral de;Total;Total;De 50 a 54 años;118
Navarra, Comunidad Foral de;Total;Total;De 55 a 59 años;204
Navarra, Comunidad Foral de;Total;Total;De 60 a 64 años;292
Navarra, Comunidad Foral de;Total;Total;De 65 a 69 años;329
Navarra, Comunidad Foral de;Total;Total;De 70 a 74 años;472
Navarra, Comunidad Foral de;Total;Total;De 75 a 79 años;664
Navarra, Comunidad Foral de;Total;Total;De 80 a 84 años;953
Navarra, Comunidad Foral de;Total;Total;De 85 a 89 años;1.496
Navarra, Comunidad Foral de;Total;Total;De 90 a 94 años;1.293
Navarra, Comunidad Foral de;Total;Total;95 y más años;742
Navarra, Comunidad Foral de;Total;Hombres;Total;3.387
Navarra, Comunidad Foral de;Total;Hombres;De 0 a 49 años;111
Navarra, Comunidad Foral de;Total;Hombres;De 50 a 54 años;84
Navarra, Comunidad Foral de;Total;Hombres;De 55 a 59 años;137
Navarra, Comunidad Foral de;Total;Hombres;De 60 a 64 años;176
Navarra, Comunidad Foral de;Total;Hombres;De 65 a 69 años;224
Navarra, Comunidad Foral de;Total;Hombres;De 70 a 74 años;302
Navarra, Comunidad Foral de;Total;Hombres;De 75 a 79 años;409
Navarra, Comunidad Foral de;Total;Hombres;De 80 a 84 años;538
Navarra, Comunidad Foral de;Total;Hombres;De 85 a 89 años;744
Navarra, Comunidad Foral de;Total;Hombres;De 90 a 94 años;480
Navarra, Comunidad Foral de;Total;Hombres;95 y más años;182
Navarra, Comunidad Foral de;Total;Mujeres;Total;3.351
Navarra, Comunidad Foral de;Total;Mujeres;De 0 a 49 años;64
Navarra, Comunidad Foral de;Total;Mujeres;De 50 a 54 años;34
Navarra, Comunidad Foral de;Total;Mujeres;De 55 a 59 años;67
Navarra, Comunidad Foral de;Total;Mujeres;De 60 a 64 años;116
Navarra, Comunidad Foral de;Total;Mujeres;De 65 a 69 años;105
Navarra, Comunidad Foral de;Total;Mujeres;De 70 a 74 años;170
Navarra, Comunidad Foral de;Total;Mujeres;De 75 a 79 años;255
Navarra, Comunidad Foral de;Total;Mujeres;De 80 a 84 años;415
Navarra, Comunidad Foral de;Total;Mujeres;De 85 a 89 años;752
Navarra, Comunidad Foral de;Total;Mujeres;De 90 a 94 años;813
Navarra, Comunidad Foral de;Total;Mujeres;95 y más años;560
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;Total;1.004
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 0 a 49 años;6
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 50 a 54 años;7
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 55 a 59 años;14
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 60 a 64 años;25
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 65 a 69 años;26
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 70 a 74 años;63
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 75 a 79 años;123
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 80 a 84 años;184
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 85 a 89 años;258
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;De 90 a 94 años;193
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Total;95 y más años;105
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;Total;505
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 0 a 49 años;4
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 50 a 54 años;5
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 55 a 59 años;8
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 60 a 64 años;16
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 65 a 69 años;22
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 70 a 74 años;35
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 75 a 79 años;85
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 80 a 84 años;103
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 85 a 89 años;134
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;De 90 a 94 años;68
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Hombres;95 y más años;25
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;Total;499
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;2
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;2
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;6
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;9
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;4
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;28
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;38
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;81
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;124
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;125
Navarra, Comunidad Foral de;Covid-19 Virus identificado;Mujeres;95 y más años;80
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;Total;179
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;2
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;2
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;3
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;11
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;22
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;55
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;49
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;33
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;Total;65
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;2
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;4
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;9
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;25
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;13
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;8
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;114
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;1
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;..
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;2
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;7
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;13
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;30
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;36
Navarra, Comunidad Foral de;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;25
Navarra, Comunidad Foral de;Otras causas;Total;Total;5.555
Navarra, Comunidad Foral de;Otras causas;Total;De 0 a 49 años;168
Navarra, Comunidad Foral de;Otras causas;Total;De 50 a 54 años;111
Navarra, Comunidad Foral de;Otras causas;Total;De 55 a 59 años;189
Navarra, Comunidad Foral de;Otras causas;Total;De 60 a 64 años;265
Navarra, Comunidad Foral de;Otras causas;Total;De 65 a 69 años;301
Navarra, Comunidad Foral de;Otras causas;Total;De 70 a 74 años;406
Navarra, Comunidad Foral de;Otras causas;Total;De 75 a 79 años;530
Navarra, Comunidad Foral de;Otras causas;Total;De 80 a 84 años;747
Navarra, Comunidad Foral de;Otras causas;Total;De 85 a 89 años;1.183
Navarra, Comunidad Foral de;Otras causas;Total;De 90 a 94 años;1.051
Navarra, Comunidad Foral de;Otras causas;Total;95 y más años;604
Navarra, Comunidad Foral de;Otras causas;Hombres;Total;2.817
Navarra, Comunidad Foral de;Otras causas;Hombres;De 0 a 49 años;106
Navarra, Comunidad Foral de;Otras causas;Hombres;De 50 a 54 años;79
Navarra, Comunidad Foral de;Otras causas;Hombres;De 55 a 59 años;128
Navarra, Comunidad Foral de;Otras causas;Hombres;De 60 a 64 años;159
Navarra, Comunidad Foral de;Otras causas;Hombres;De 65 a 69 años;200
Navarra, Comunidad Foral de;Otras causas;Hombres;De 70 a 74 años;266
Navarra, Comunidad Foral de;Otras causas;Hombres;De 75 a 79 años;320
Navarra, Comunidad Foral de;Otras causas;Hombres;De 80 a 84 años;426
Navarra, Comunidad Foral de;Otras causas;Hombres;De 85 a 89 años;585
Navarra, Comunidad Foral de;Otras causas;Hombres;De 90 a 94 años;399
Navarra, Comunidad Foral de;Otras causas;Hombres;95 y más años;149
Navarra, Comunidad Foral de;Otras causas;Mujeres;Total;2.738
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 0 a 49 años;62
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 50 a 54 años;32
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 55 a 59 años;61
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 60 a 64 años;106
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 65 a 69 años;101
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 70 a 74 años;140
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 75 a 79 años;210
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 80 a 84 años;321
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 85 a 89 años;598
Navarra, Comunidad Foral de;Otras causas;Mujeres;De 90 a 94 años;652
Navarra, Comunidad Foral de;Otras causas;Mujeres;95 y más años;455
País Vasco;Total;Total;Total;24.041
País Vasco;Total;Total;De 0 a 49 años;658
País Vasco;Total;Total;De 50 a 54 años;437
País Vasco;Total;Total;De 55 a 59 años;692
País Vasco;Total;Total;De 60 a 64 años;1.052
País Vasco;Total;Total;De 65 a 69 años;1.296
País Vasco;Total;Total;De 70 a 74 años;1.818
País Vasco;Total;Total;De 75 a 79 años;2.437
País Vasco;Total;Total;De 80 a 84 años;3.400
País Vasco;Total;Total;De 85 a 89 años;5.468
País Vasco;Total;Total;De 90 a 94 años;4.596
País Vasco;Total;Total;95 y más años;2.187
País Vasco;Total;Hombres;Total;11.936
País Vasco;Total;Hombres;De 0 a 49 años;419
País Vasco;Total;Hombres;De 50 a 54 años;273
País Vasco;Total;Hombres;De 55 a 59 años;445
País Vasco;Total;Hombres;De 60 a 64 años;720
País Vasco;Total;Hombres;De 65 a 69 años;884
País Vasco;Total;Hombres;De 70 a 74 años;1.195
País Vasco;Total;Hombres;De 75 a 79 años;1.539
País Vasco;Total;Hombres;De 80 a 84 años;1.880
País Vasco;Total;Hombres;De 85 a 89 años;2.500
País Vasco;Total;Hombres;De 90 a 94 años;1.568
País Vasco;Total;Hombres;95 y más años;513
País Vasco;Total;Mujeres;Total;12.105
País Vasco;Total;Mujeres;De 0 a 49 años;239
País Vasco;Total;Mujeres;De 50 a 54 años;164
País Vasco;Total;Mujeres;De 55 a 59 años;247
País Vasco;Total;Mujeres;De 60 a 64 años;332
País Vasco;Total;Mujeres;De 65 a 69 años;412
País Vasco;Total;Mujeres;De 70 a 74 años;623
País Vasco;Total;Mujeres;De 75 a 79 años;898
País Vasco;Total;Mujeres;De 80 a 84 años;1.520
País Vasco;Total;Mujeres;De 85 a 89 años;2.968
País Vasco;Total;Mujeres;De 90 a 94 años;3.028
País Vasco;Total;Mujeres;95 y más años;1.674
País Vasco;Covid-19 Virus identificado;Total;Total;2.753
País Vasco;Covid-19 Virus identificado;Total;De 0 a 49 años;26
País Vasco;Covid-19 Virus identificado;Total;De 50 a 54 años;13
País Vasco;Covid-19 Virus identificado;Total;De 55 a 59 años;41
País Vasco;Covid-19 Virus identificado;Total;De 60 a 64 años;71
País Vasco;Covid-19 Virus identificado;Total;De 65 a 69 años;107
País Vasco;Covid-19 Virus identificado;Total;De 70 a 74 años;200
País Vasco;Covid-19 Virus identificado;Total;De 75 a 79 años;304
País Vasco;Covid-19 Virus identificado;Total;De 80 a 84 años;462
País Vasco;Covid-19 Virus identificado;Total;De 85 a 89 años;717
País Vasco;Covid-19 Virus identificado;Total;De 90 a 94 años;561
País Vasco;Covid-19 Virus identificado;Total;95 y más años;251
País Vasco;Covid-19 Virus identificado;Hombres;Total;1.413
País Vasco;Covid-19 Virus identificado;Hombres;De 0 a 49 años;13
País Vasco;Covid-19 Virus identificado;Hombres;De 50 a 54 años;3
País Vasco;Covid-19 Virus identificado;Hombres;De 55 a 59 años;25
País Vasco;Covid-19 Virus identificado;Hombres;De 60 a 64 años;56
País Vasco;Covid-19 Virus identificado;Hombres;De 65 a 69 años;78
País Vasco;Covid-19 Virus identificado;Hombres;De 70 a 74 años;153
País Vasco;Covid-19 Virus identificado;Hombres;De 75 a 79 años;200
País Vasco;Covid-19 Virus identificado;Hombres;De 80 a 84 años;273
País Vasco;Covid-19 Virus identificado;Hombres;De 85 a 89 años;349
País Vasco;Covid-19 Virus identificado;Hombres;De 90 a 94 años;209
País Vasco;Covid-19 Virus identificado;Hombres;95 y más años;54
País Vasco;Covid-19 Virus identificado;Mujeres;Total;1.340
País Vasco;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;13
País Vasco;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;10
País Vasco;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;16
País Vasco;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;15
País Vasco;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;29
País Vasco;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;47
País Vasco;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;104
País Vasco;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;189
País Vasco;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;368
País Vasco;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;352
País Vasco;Covid-19 Virus identificado;Mujeres;95 y más años;197
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;Total;311
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;1
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;3
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;4
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;7
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;11
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;11
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;26
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;53
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;98
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;65
País Vasco;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;32
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;Total;153
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;1
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;2
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;2
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;6
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;10
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;7
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;14
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;25
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;52
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;25
País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;9
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;158
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;1
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;2
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;1
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;1
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;4
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;12
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;28
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;46
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;40
País Vasco;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;23
País Vasco;Otras causas;Total;Total;20.977
País Vasco;Otras causas;Total;De 0 a 49 años;631
País Vasco;Otras causas;Total;De 50 a 54 años;421
País Vasco;Otras causas;Total;De 55 a 59 años;647
País Vasco;Otras causas;Total;De 60 a 64 años;974
País Vasco;Otras causas;Total;De 65 a 69 años;1.178
País Vasco;Otras causas;Total;De 70 a 74 años;1.607
País Vasco;Otras causas;Total;De 75 a 79 años;2.107
País Vasco;Otras causas;Total;De 80 a 84 años;2.885
País Vasco;Otras causas;Total;De 85 a 89 años;4.653
País Vasco;Otras causas;Total;De 90 a 94 años;3.970
País Vasco;Otras causas;Total;95 y más años;1.904
País Vasco;Otras causas;Hombres;Total;10.370
País Vasco;Otras causas;Hombres;De 0 a 49 años;405
País Vasco;Otras causas;Hombres;De 50 a 54 años;268
País Vasco;Otras causas;Hombres;De 55 a 59 años;418
País Vasco;Otras causas;Hombres;De 60 a 64 años;658
País Vasco;Otras causas;Hombres;De 65 a 69 años;796
País Vasco;Otras causas;Hombres;De 70 a 74 años;1.035
País Vasco;Otras causas;Hombres;De 75 a 79 años;1.325
País Vasco;Otras causas;Hombres;De 80 a 84 años;1.582
País Vasco;Otras causas;Hombres;De 85 a 89 años;2.099
País Vasco;Otras causas;Hombres;De 90 a 94 años;1.334
País Vasco;Otras causas;Hombres;95 y más años;450
País Vasco;Otras causas;Mujeres;Total;10.607
País Vasco;Otras causas;Mujeres;De 0 a 49 años;226
País Vasco;Otras causas;Mujeres;De 50 a 54 años;153
País Vasco;Otras causas;Mujeres;De 55 a 59 años;229
País Vasco;Otras causas;Mujeres;De 60 a 64 años;316
País Vasco;Otras causas;Mujeres;De 65 a 69 años;382
País Vasco;Otras causas;Mujeres;De 70 a 74 años;572
País Vasco;Otras causas;Mujeres;De 75 a 79 años;782
País Vasco;Otras causas;Mujeres;De 80 a 84 años;1.303
País Vasco;Otras causas;Mujeres;De 85 a 89 años;2.554
País Vasco;Otras causas;Mujeres;De 90 a 94 años;2.636
País Vasco;Otras causas;Mujeres;95 y más años;1.454
Rioja, La;Total;Total;Total;3.727
Rioja, La;Total;Total;De 0 a 49 años;97
Rioja, La;Total;Total;De 50 a 54 años;61
Rioja, La;Total;Total;De 55 a 59 años;99
Rioja, La;Total;Total;De 60 a 64 años;150
Rioja, La;Total;Total;De 65 a 69 años;203
Rioja, La;Total;Total;De 70 a 74 años;269
Rioja, La;Total;Total;De 75 a 79 años;367
Rioja, La;Total;Total;De 80 a 84 años;519
Rioja, La;Total;Total;De 85 a 89 años;866
Rioja, La;Total;Total;De 90 a 94 años;687
Rioja, La;Total;Total;95 y más años;409
Rioja, La;Total;Hombres;Total;1.918
Rioja, La;Total;Hombres;De 0 a 49 años;67
Rioja, La;Total;Hombres;De 50 a 54 años;42
Rioja, La;Total;Hombres;De 55 a 59 años;66
Rioja, La;Total;Hombres;De 60 a 64 años;105
Rioja, La;Total;Hombres;De 65 a 69 años;140
Rioja, La;Total;Hombres;De 70 a 74 años;178
Rioja, La;Total;Hombres;De 75 a 79 años;225
Rioja, La;Total;Hombres;De 80 a 84 años;306
Rioja, La;Total;Hombres;De 85 a 89 años;432
Rioja, La;Total;Hombres;De 90 a 94 años;248
Rioja, La;Total;Hombres;95 y más años;109
Rioja, La;Total;Mujeres;Total;1.809
Rioja, La;Total;Mujeres;De 0 a 49 años;30
Rioja, La;Total;Mujeres;De 50 a 54 años;19
Rioja, La;Total;Mujeres;De 55 a 59 años;33
Rioja, La;Total;Mujeres;De 60 a 64 años;45
Rioja, La;Total;Mujeres;De 65 a 69 años;63
Rioja, La;Total;Mujeres;De 70 a 74 años;91
Rioja, La;Total;Mujeres;De 75 a 79 años;142
Rioja, La;Total;Mujeres;De 80 a 84 años;213
Rioja, La;Total;Mujeres;De 85 a 89 años;434
Rioja, La;Total;Mujeres;De 90 a 94 años;439
Rioja, La;Total;Mujeres;95 y más años;300
Rioja, La;Covid-19 Virus identificado;Total;Total;577
Rioja, La;Covid-19 Virus identificado;Total;De 0 a 49 años;13
Rioja, La;Covid-19 Virus identificado;Total;De 50 a 54 años;6
Rioja, La;Covid-19 Virus identificado;Total;De 55 a 59 años;6
Rioja, La;Covid-19 Virus identificado;Total;De 60 a 64 años;12
Rioja, La;Covid-19 Virus identificado;Total;De 65 a 69 años;26
Rioja, La;Covid-19 Virus identificado;Total;De 70 a 74 años;36
Rioja, La;Covid-19 Virus identificado;Total;De 75 a 79 años;78
Rioja, La;Covid-19 Virus identificado;Total;De 80 a 84 años;85
Rioja, La;Covid-19 Virus identificado;Total;De 85 a 89 años;152
Rioja, La;Covid-19 Virus identificado;Total;De 90 a 94 años;112
Rioja, La;Covid-19 Virus identificado;Total;95 y más años;51
Rioja, La;Covid-19 Virus identificado;Hombres;Total;303
Rioja, La;Covid-19 Virus identificado;Hombres;De 0 a 49 años;8
Rioja, La;Covid-19 Virus identificado;Hombres;De 50 a 54 años;6
Rioja, La;Covid-19 Virus identificado;Hombres;De 55 a 59 años;6
Rioja, La;Covid-19 Virus identificado;Hombres;De 60 a 64 años;9
Rioja, La;Covid-19 Virus identificado;Hombres;De 65 a 69 años;22
Rioja, La;Covid-19 Virus identificado;Hombres;De 70 a 74 años;26
Rioja, La;Covid-19 Virus identificado;Hombres;De 75 a 79 años;45
Rioja, La;Covid-19 Virus identificado;Hombres;De 80 a 84 años;50
Rioja, La;Covid-19 Virus identificado;Hombres;De 85 a 89 años;82
Rioja, La;Covid-19 Virus identificado;Hombres;De 90 a 94 años;37
Rioja, La;Covid-19 Virus identificado;Hombres;95 y más años;12
Rioja, La;Covid-19 Virus identificado;Mujeres;Total;274
Rioja, La;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;5
Rioja, La;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;..
Rioja, La;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;..
Rioja, La;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;3
Rioja, La;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;4
Rioja, La;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;10
Rioja, La;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;33
Rioja, La;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;35
Rioja, La;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;70
Rioja, La;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;75
Rioja, La;Covid-19 Virus identificado;Mujeres;95 y más años;39
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;Total;71
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
